ETF,2025-04-30 0:00,2025-03-31 0:00,2025-02-28 0:00,2025-01-31 0:00,2024-12-31 0:00,2024-11-30 0:00,2024-10-31 0:00,2024-09-30 0:00,2024-08-30 0:00,2024-07-31 0:00,2024-06-28 0:00,2024-05-31 0:00,2024-04-30 0:00,2024-03-28 0:00,2024-02-29 0:00,2024-01-31 0:00,2023-12-29 0:00,2023-11-30 0:00,2023-10-31 0:00,2023-09-29 0:00,2023-08-31 0:00,2023-07-31 0:00,2023-06-30 0:00,2023-05-31 0:00,2023-04-28 0:00,2023-03-31 0:00,2023-02-28 0:00,2023-01-31 0:00,2022-12-31 0:00,2022-11-30 0:00,2022-10-31 0:00,2022-09-30 0:00,2022-08-31 0:00,2022-07-31 0:00,2022-06-30 0:00,2022-05-31 0:00,2022-04-30 0:00,2022-03-31 0:00,2022-02-28 0:00,2022-01-31 0:00,2021-12-31 0:00,2021-11-30 0:00,2021-10-31 0:00,2021-09-30 0:00,2021-08-31 0:00
NDIV CN Equity,14193564.38,16251888.43,17104000.09,17180200.58,16657300.95,15913286.44,15330512.85,15309490.81,14833620.76,14696172.1,13942324.26,14262530.36,13881052.4,14116709.75,13598013.88,13487429.73,13367324.26,12996103.74,12247500,12711778.11,13086678.35,12226494.26,12181554.11,11876213.61,12416544,12074747.66,12011286.39,12141360.4,13102847.9,13774175.72,13078223.88,12725951.84,8947103.882,1146920.013,1098504.028,1164767.99,1167483.978,1231075.974,1201424.026,1221179.962,1218471.985,1158919.983,1166019.974,1106943.97,1137416
ZLB CN Equity,4583597093,4256566379,4158797520,4052592694,4005613926,4069763815,3951662851,3952801228,3830883005,3728246841,3486115137,3500870509,3497512347,3527860050,3491878789,3359398802,3255034500,3147630582,2984865082,3014135190,3092930762,3155569438,3117325187,3073482811,3170630196,3038789285,2978145956,2937986313,2781568529,2874040201,2684806317,2590632747,2708558536,2736284264,2613320908,2717786769,2720831692,2950253193,2845210758,2888490559,2989298656,2853062022,2871400536,2820035304,2938373558
MKC CN Equity,0,0,0,0,0,0,0,99057461.55,178700294.5,431076624.3,424210611,427547216.4,416282463.1,421945619.6,410134649.3,422532968.1,464148613.9,453338525.4,424076068.3,431733814.8,449629325.9,458349466.3,456816214.2,452688919.3,471293179.5,485644821.7,481730355.8,492719128.8,462274323.3,496683331.3,470065005.1,456366887.1,482689502.3,489778050,470822559.4,510908031.5,529095065.7,570165483.3,551152574.2,555112842.8,569803554.2,571116029.2,573757843.6,550105743.4,566317331.3
TLV CN Equity,87132168.77,72273499.97,73556350.42,72267698.76,71910522.65,84295085.62,83167014.12,87057676.79,87315759.28,85421853.92,81978049.14,83582768.2,81800105.52,85499713.66,88908561.94,85674885.13,81905042.41,143022256.5,127456290.5,147785999.3,158305107.9,163866400,169164919.6,166211509.7,176509688.1,198172496.6,200463171,212276460.3,216415803.9,235177013.6,229750790.6,218371495.7,244382631.8,253161797.6,251322138.1,273695731.5,277615476.6,286178029.1,290917988.6,306259252.8,314149699.9,303937764.7,316506867,310915814.8,323291297.2
XMV CN Equity,295340115.4,286194374.1,284951079.9,265177606.6,249751243.8,270568961.3,242368835.8,239353909.5,232557177.7,232908680.3,218339563.8,200789154.1,195302728.3,198194549.6,193214835.2,186959306.7,182205591.2,177966038.7,166108599.9,178433373.6,174338157.5,178986730.2,186850912.1,184333209.6,194257986.3,185660810.1,186311633.5,192742597.8,168766703.8,168187232.6,162220160.1,156378826.1,157707615.7,160526904.5,155415740.8,166446524.6,153381561.3,158403900.1,149638601.1,145025131,141560168.3,136064400.7,137265601.2,130447328.9,135132766.7
FCCL CN Equity,295719947.8,268748989.1,251419048.3,224425371.2,190689500.8,180442246.4,160197303.4,150210157.7,139834940.1,129567078.4,108708412.2,97651794.43,86270230.34,79757788.09,69013922.31,56426220.7,50509875.3,44092765.28,38094570.92,36864841.18,36060479.74,34746524.33,43568661.26,40650928.97,35770051,33926198.96,33125400.35,31127264.79,28078836.82,28710540.39,27187739.18,24794840.53,24557919.31,23384549.62,22362450.6,22178519.63,22266230.58,21496799.09,19151459.88,17561664.87,18974520.49,18249900.05,18582839.58,16363049.7,16885824.97
TCLV CN Equity,44404989.43,40416819.57,41095465.85,39730634.31,41191949.84,42473520.66,43535739.9,41849285.89,40845433.81,35897516.44,33584623.72,31933264.16,31080828.86,31387817.38,33649243.35,27123170.85,26654487.23,24201624.68,24600346.76,26709918.02,33255879.59,34114739.23,34667306.9,34540758.13,34475702.86,33392376.33,29315428.73,29478086.47,24693322.56,25657501.79,20946034.05,18549047.47,13824189.57,12011434.94,11627798.08,12170173.65,10183313.37,10431766.51,7932067.108,7912826.538,7884428.406,7545925.14,7622517.395,7426973.724,7699841.309
CQLC CN Equity,558099053.5,170562491.1,2778562.546,2709450.006,2695600.033,3896952.343,3775852.442,3820687.58,2624887.466,1522905.064,1437089.968,1453140.02,1409399.986,1450702.429,1441702.509,1428285.027,1423155.069,1362299.967,1277107.43,1315177.488,1364512.539,1408417.511,1420574.999,1410224.962,1475872.564,1431240.034,1437622.547,1440854.931,1375222.492,1418992.567,1362952.566,1333327.532,1416697.454,1451032.448,1401142.502,1487070.036,1494562.483,1534275.055,1487400.055,1508707.523,1511910.009,1449262.476,0,0,0
XMD CN Equity,302065704.3,270667863.8,274699539.2,256749850.8,232641872.8,252428515.6,217795593.3,218209815.6,211636482.2,213068967.1,192842971.8,221415356.4,221262064.4,238947972.5,223761049.3,217948930.5,222947486.1,217005287.9,211293541,215982957.5,238569213.9,282457784.8,221911267.1,196998081.2,203988979.3,206533421.9,209012478.6,203708042.1,180816395.2,196528780.9,192518830.1,174844287.1,183734711.3,186834555.2,165278400.4,185211593.6,185876403.8,196554130.6,188776130.7,185476959.2,187831787.1,181972993.5,185248042.7,181780662.3,181708602.3
XCS CN Equity,147985441.6,152854916.8,152036656.2,166081133.1,158818108.4,151791231.2,147878818.5,145987827.3,151592345.2,155596086.9,141328255.1,131003771.2,125500193.6,136899678.2,129937541.2,127180770.5,133102201.5,126038740.5,115329618.6,118428425.2,127610277.2,129345630.6,121952190.4,122093568.8,136358785.6,134307702.6,139491491.3,148593971.1,141809967,142868870.9,124049540.7,114695388.8,120678716.3,123824608.6,116676774.8,139462792.2,148710249.7,171783477.8,166492111.2,155839783.5,169493214.6,164074571.2,170302135.8,161322242.2,162234154.9
PZC CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955173.111,5238940.048,5098759.842,6499094.963,5979125.023,6171764.851,5718612.671,5570612.431,5947307.587,6177582.264,5824762.344,7774013.901,7997048.95,8551059.151,8469906.235,8465255.928,8680991.936,9957892.132,10230083.27,11172743.99,11544740.3
MCSM CN Equity,262331996.2,269012044,279956239.7,289473462.9,284828473.9,292523085,288127432.3,281875446.1,271093554.7,274913107.3,264748489.4,270675351,261521327,262116674.4,247297627.3,128878926.1,131552199.4,129994756.1,118045540.8,121781549.3,127178728.3,129102797.1,121338524.6,120608886,122202976.2,119642485.4,114743676.8,131203744.5,120743698.1,120374881,112422311.4,106646243.8,113247415.5,114767646.2,107474025.2,124532228.9,125419918.4,131873836.3,128690524.9,132040805.1,132636236.6,132422371.5,134356681.8,125421802.5,127399205.8
XST CN Equity,304293805.6,260522196.9,258946051,254889166.3,259555086.5,253301984.6,230921959.8,234887954.5,230037864.6,232522654.7,213567785.5,215128991.5,206044978.1,207351082.6,210414922.1,203431932.4,205718526.6,197238687.1,199787184.9,198264645.6,207371774.3,216986535.6,222560134.9,221072541.8,235086540.2,222273960.1,197514149.5,196450501.3,193059724.4,196734983.1,177723718.3,170209809.9,168319745.6,170610051.7,161920763.4,177432487.5,179666963.2,171159757.2,156599194.3,158929282.4,147604641,136529493,136615177.9,137909976.2,144198087.3
XEG CN Equity,1628651141,1590027215,1571637368,1447267001,1710335339,1455146373,1455135551,1416216931,1577790244,1655397430,1659133484,1818101612,1847090501,1764820638,1703046732,1656376362,1696350852,1767100559,1747337402,1738075058,1734797866,2067806140,1903496887,1792452316,1862818789,1937566453,1897060809,2014673868,2060104429,2203207347,2246267989,1932582184,2040054019,2078443612,2159456434,2553618272,2265487270,2137351414,1689453602,1590101537,1243162790,1132488578,1542817207,1407734630,1256594343
NNRG CN Equity,248927165.2,296542806.6,271280426.3,284933151.9,311199125.4,339882345,332956705.3,337272119.8,375899624.3,400176941,390178866.9,414500153.7,415707443.8,411664351.7,414077525.1,387483620.6,386876058.4,424723322.3,466244216.9,461848740.1,441326591.6,430387909.7,390604755.9,391454516,441702558.3,447603491.4,458300320.4,474139288.7,446316262.2,484922036.9,502468004.3,399856987,475526600.6,479685264,440795242.3,486919126.5,430653817,397372786.7,343518639.3,265725674.3,195400317.4,171652035.7,117192516.2,86247172.26,56187271.5
NNRG/U CN Equity,249360659.9,296244347.6,270764886.9,282335402.9,311534257.5,339821805.4,332945143,336835797.6,376611395.5,400220079.6,390021865.8,414910066.4,415360024.4,411406220.7,414275941.4,385999562.2,385606233,425208265.4,466630845.2,460573136.2,442436549.3,429686643.9,390059183.8,392290591.7,441815945.9,447868431,457360113.1,474726484.9,445985778.1,487895158.2,503040294.9,399031636.8,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEO CN Equity,194107660.3,213235013.5,203917634.3,206956694.4,210675734.9,221053289.8,213233684.7,205499440.3,217459023.1,221232135.3,217753834.3,223739447.2,213699883.7,214309644.8,204155297.7,198722571.4,200530472.7,209606200.5,210167755.2,216387511.7,216223623.9,208034849.9,201456607.3,198055497.3,216742093.5,208377608.7,245630069.2,254900918.4,246437020,282421077.3,274928819.4,240136571.4,269643097.9,272470545.6,253698695.6,284860477.5,258472496.8,244427526.7,249617753.7,227093129,203845310.1,161006829,176578641.3,159108705.4,137273416
HXE CN Equity,72771617.95,83645267.23,79241940.51,80687313.03,91178658.2,94885356.32,91784035.84,88934787.49,94895931.52,97079127.35,94785785.49,99494561.17,112658976.3,103692252.5,89749865.02,75261477.19,73133822.34,80330297.89,82966718.35,83877367.63,81573326.37,74483072.64,71029419.71,70829592.17,98432563.47,100436892.7,102590909,110362159.7,100363475.1,106356800.3,107161979.5,87923835.2,97022599.95,96334178.52,95337424.56,111425115.3,118737151.6,109548799.5,92051640.53,76755415.31,62242668.25,59645422.45,59459382.04,52779014.74,47273211.24
PPLN CN Equity,35191888.49,33425315.39,32674938.61,32962627.84,33316254.59,33481116.22,31504920.66,30194206.92,30315431.68,31216571.75,30228570.36,29943119.48,32602583.19,32360030.2,33725989.96,33240566.32,33122505.53,28050611.94,25865373.29,24802806.71,26020343.21,27083101.54,26597590.39,25762751.56,27291980.91,26787298.85,28333549.01,27987258.15,27114723.73,19668729.71,18416250.15,19386692.35,20921208.16,21192684.07,20151078.61,23517219.5,22334181.09,21962066.86,21910949.59,22048116.5,21537394.97,21666370.94,23038767.67,20927013.17,20343617.36
ZEB CN Equity,4780717654,5309340780,4358077933,3799035704,4368936826,4428745629,3548901105,2909930302,2670364158,2984442204,3684185731,3631818140,3549849003,2995112740,3800295685,3848631791,3435621051,4026341839,3916558674,4062943687,3784272219,4171602386,4057318635,3809327033,3699030569,3801709966,3106161523,3081662879,3109681689,2931283441,2974438982,2899363222,2894691316,3122833296,3055287246,2928827240,2762467218,2780261520,2659077482,2811551465,2689023995,2514407013,2259474316,2265592736,2243957294
XFN CN Equity,1750896751,1728967785,1713362512,1709835638,1735738014,1720745080,1599315706,1568874304,1476121120,1419851376,1350241013,1410451167,1376154228,1391133871,1350588104,1335498871,1397748783,1337870678,1196904620,1247187843,1305159273,1326611607,1340561340,1381741821,1485203533,1501402901,1426018847,1409088526,1354956745,1435503076,1360776352,1315597088,1393015176,1368347465,1362634788,1464567400,1446603202,1536877441,1671294465,1852497931,1771466179,1673661137,1487981915,1316495847,1372041924
HCA CN Equity,62797117.28,60961396.04,64219839.98,68107620.59,67582033.7,70932839.77,69434164.32,77688144.74,73812124.36,73027362.69,69133207.81,72403545.22,71189710.58,74898810.46,73425621.96,74231722.58,77587801.68,70025004.13,70166317.79,75580892.88,77905925.56,86712180.84,83475667.73,85634929.13,90698002.88,567320539.6,586415466.6,603927382.8,552146579.2,601953040.7,567052225.5,536220740.9,550351590.9,548890059.5,507938746.7,571491936.9,550161255.6,588443727.9,573907939.7,551051593.3,456524638.2,413433170.3,368033836.3,326968049.8,313652757.9
HCAL CN Equity,541608270,525737438.1,569195957.5,596867893.4,604068886,618633500.3,585207931.9,577443788.2,546051924.1,538932181.3,500058516,526986373.5,515299141.5,546864551.5,508697351,489940952.5,497996916.5,422059628.5,375895398.1,402017343.4,413236855.5,437265522.4,420521475.6,395278233.8,412996484.5,387266092,398327461.7,412291868.9,371281140.6,405580344.1,383626846.2,357723656.4,367537339.9,369456661.3,339329431.5,385940468.7,367774371.4,392609781.7,383471566.8,365424876.6,300849633.4,271049884.6,238758911.6,210196600.1,200364210.1
RBNK CN Equity,255077478.8,249516799.9,268551174.5,275746820.1,273759096.6,281249881.9,265246893.3,263001995.1,248015919.5,244802561.2,232562656.4,244961540.5,243708154.7,258820386.9,245002609.8,254400554.7,259300421.9,232617936.3,216215696,230860088.3,239589562.6,254365478,247658304.4,243619212.2,255108741.8,250921473.9,258832226.1,266408751,244556574.3,260702443.7,248459736.1,243677841.3,253012997.2,262559131.8,250636249.1,279118898.4,271405129.1,288682103.3,284136295.5,273659570.7,231697242.7,210961970.3,202236823.7,187313724.7,182465232.7
CEW CN Equity,230823590.1,230053434.9,238697370.3,240950869.6,239444297.8,243855985.6,223811757.7,221935679.9,208319675.3,200215348.4,192856876.7,195959896.1,190003210.8,198959384.5,195081104.1,194293111.6,192542153.4,184308110,167656492.5,180149472.9,188267867.4,200245099.4,195097747.4,191356563.6,194278381.3,187264452,197970385.6,197451711.3,183942663.3,193788851.6,183680633.1,177778350.3,183162307.7,207443278.9,202221443.7,226390909.2,228494984.4,243909251.8,245223406.8,245813353.3,214287535.3,203560533.6,205160837.2,195110495.4,218988741.1
HEWB CN Equity,169884562.9,165504122.6,173084122.7,177677401.8,177806642.5,179840890.6,172299475.6,170971586.6,150685116.3,144781736.6,137142883.9,146859441,142880595.2,150581314,142187996.3,139722909.1,139210467.3,124101057.7,110555133.1,110710107.9,112892062,118882776,120027330.9,115670260.3,139713715.9,136407060.1,142960968,139878872.8,128162517.9,136564838.5,126190115.1,102324741.3,105069421.4,107232175.6,103979998,109467506.1,148555425.4,158579475.7,164273761.9,156372289.2,131658373.8,110021725.1,106274476.5,77392200.8,76465554.38
HXF CN Equity,80088267.65,83011042.69,86124850.85,86354957.66,96777531.95,94087676.3,87508145.89,86779637.92,81993088.05,79779801.11,77606919.57,79032798.41,76301363.83,78521291.7,75905504.77,74192548.45,74372855.51,81091284.32,70966215.26,74656643.65,73293901.25,76554529.36,73694403.64,65037965.71,68586103.18,66438627.03,70626666.82,70992022.36,65354523.74,63176011.66,59484688.7,57690565.11,59143651.66,60415836.97,58414574.75,64033317.94,63037688.54,67225223.41,67689699.54,68444856.73,65803044.97,61975606.66,63251691.91,60138563.53,60784106.69
HFIN CN Equity,197817415.7,194786631.6,199437472.4,194366414.8,188203211.9,196130685.7,172618836.8,164402853.8,147341933.5,139324753.2,126331653.3,127185943.8,121126407.5,127445564.9,121459984.4,117562807.6,115804575.8,102755861,90621750.87,94174372,95523078.13,98415191.39,95726154.24,92445392.23,95639874.27,90059784.93,92794804.38,88513220.24,76304990.33,82183710.84,73748077.53,24835123.91,24948441.32,25140798.84,21239279.48,22318796.25,19738954.55,17055173.53,13213545.51,2042416.222,0,0,0,0,0
ZIN CN Equity,30955345.17,31439429.28,40756429.61,42028148.53,43778297.85,47341137.47,41732512.25,43712642.91,40841338.47,47272528.06,45794112.26,48527383.42,48358111.55,50743554.76,48950487.69,46070735.78,47471436.84,44063068.38,43037736.7,70146107.94,82260145.43,88792996.99,86772007.02,78317940.84,76939125.19,82456467.34,44330681.57,42245296.68,40088574.63,45021161.31,46237942.67,36020815.61,39062515.28,39427311.18,39181275.09,39918756.61,39851737.29,45066014.26,43934147.69,46484966.9,49319446.45,50395058.25,53988593.13,51755828.67,50063836.04
XMA CN Equity,230971618.7,224684496.7,207726698.3,187818271.1,174764845.5,184707168.6,194987378.1,192622292.5,182963339.8,170888505.4,158558364.9,168892542.5,155103618.6,135436102.7,125866822.8,123700847.6,139074855.4,140788560.7,131121243.3,131605078.9,142741572.8,156055146.8,297130414.6,283806079.9,319224412.9,307471159.9,266232841.5,176920555.1,145426376.3,150359865.2,130490738.3,129824648.3,129608109.3,126526819.8,132370269.8,154208124.2,165882400.5,165672833.3,138799011.2,124707062,130951263.4,128611623,123734747.3,117032914.4,133236731.7
ZJG CN Equity,120334589.5,101414186.9,85491282.69,83130590.14,73754520.48,77667707.04,82645753.77,77854470.25,74249016.64,72652462.53,67284523.47,69889829.98,63129181.41,64640429.48,52547730.46,58467404.42,62235689.34,65374063.37,59382861.12,55250229.26,61349557.43,62412317.34,61842878.88,64423111.41,81271931.9,83906036.26,61501438.97,69692011.09,66265292.28,69979374.72,57128526.47,59286410.48,56187948.34,62568583.22,62396764.45,72628594.14,82545389.77,89062997.09,83059917.8,72821553.33,78659339.46,79255899.99,77720732.9,71800692.35,78102326.05
XRE CN Equity,1439954115,1429883982,1386109559,1311711190,1356958955,1438314007,1381260060,1301006550,1253290202,1209905918,1094790771,1086141394,1103267823,1151641666,984649643.8,1024153854,1044542931,943669109,828310375.2,890273486.1,951211036.7,978418892.1,966587465.3,984701143.8,1039360725,1112668005,1126585245,1124616156,1047015743,1052851994,940403530.9,891347836.5,995905971.1,1042748374,1006742977,1130607893,1237880070,1279929562,1318878202,1311986908,1450965566,1373278326,1421188134,1305275543,1423549541
RIT CN Equity,427109906.5,437448697.2,439096282.6,442679137.4,450930399.7,486178873.1,484714957.7,519455168.9,491727359.2,464799620.6,442892089.7,451738194.4,457473046.8,495795711.1,494340333.5,504521220.7,499664041.3,471821776.2,456590916.2,497157989.7,532374958.9,554378766.6,559764311.9,566237332.3,596511184.1,605083032.5,640785282.9,646539225.7,590421401.8,617820179.4,572660354.4,572502091.8,639547736,667860050.4,634815170.8,711961864.8,745229380.4,781080342.1,758423031.2,746073799.4,791526965.9,748662952.6,780233151.4,734663786.8,752657523.4
